QuestionID,Domain,DomainName,Difficulty,QuestionText,ChoiceA,ChoiceB,ChoiceC,ChoiceD,CorrectAnswer,Explanation,CorrectReason,WrongReasonA,WrongReasonB,WrongReasonC,WrongReasonD,RelatedControl,Tags,ActiveFlag,CreatedDate
Q-D3-0068,3,AIセキュリティ技術と運用,Medium,複雑かつ非線形な関係を伴うサイバー攻撃の検知タスクに一般的に最も適したAIモデルはどれか。,ランダムフォレスト（アンサンブル学習）,単純な線形回帰,ルールベースの正規表現マッチャ,k-平均法クラスタリングのみ,A,複雑な非線形関係を伴う攻撃検知には、アンサンブル学習の一種であるランダムフォレストがしばしば最適とされる。堅牢で大規模データセットをよく扱え、攻撃を示す複雑なパターンの識別に優れる。,非線形で複雑なパターンに対しては、堅牢で大規模データに強いアンサンブル手法が適する。,正解,線形回帰は非線形の複雑なパターンを十分に捉えられない。,正規表現マッチャは既知パターンの照合に限られ、複雑な非線形検知に不向き。,k-平均法は教師なしクラスタリングで、分類精度の高い攻撃検知には単独では不十分。,"アンサンブル学習, ランダムフォレスト, 異常検知","ランダムフォレスト,アンサンブル学習,攻撃検知,非線形",1,2026-06-23
Q-D3-0069,3,AIセキュリティ技術と運用,Medium,新規にデプロイしたAIウェブアプリケーションの未知の脆弱性を発見するために最も適した方法はどれか。,動的アプリケーションセキュリティテスト（DAST）,静的コード解析のみ,ソフトウェア部品表（SBOM）の生成,RBACポリシーのレビュー,A,DASTは稼働中のアプリケーションを外部から攻撃者の視点で解析し、インジェクションや設定ミスなどの脆弱性を、ソースコードへのアクセスなしに探索する。デプロイ後に予期せぬ未知の問題を発見するのに適している。,稼働中の挙動を外部から攻撃者視点で探ることで、コードを見ずに未知の脆弱性を露出させる。,正解,静的コード解析はコード上の既知パターンを検出するが、稼働時の未知の挙動由来の脆弱性は捉えにくい。,SBOMはコンポーネント可視化であり、動的な脆弱性発見手段ではない。,RBACレビューはアクセス制御の確認で、未知の脆弱性発見ではない。,"DAST, 動的脆弱性検査","DAST,脆弱性発見,Webアプリ,ランタイム検査",1,2026-06-23
Q-D3-0070,3,AIセキュリティ技術と運用,Hard,AIソリューションをデプロイ後も進化する脅威に対して回復力を保つために最も効果的な方法はどれか。,AI特有の脅威モデリング・敵対的テスト・継続的なモデル挙動監視をCI/CDパイプラインに組み込む,デプロイ前に一度だけ脆弱性スキャンを実施する,本番後はモデルを凍結して変更しない,ベンダーのセキュリティ保証に依拠する,A,デプロイ後も回復力を保つには、AI特有の脅威モデリングを早期に組み込み、敵対的テストを継続的に実行して弱点を発見し、本番でのモデル挙動を監視することを、CI/CDパイプラインに統合する。これらのセキュリティチェックを自動化パイプラインに埋め込むことで、システムと脅威が進化しても回復力を維持できる。,セキュリティチェックを継続的なパイプラインに組み込むことで、脅威の進化に追随し続けられる。,正解,デプロイ前の一度きりのスキャンでは、進化する脅威に追随できない。,モデルを凍結するだけでは新たな脅威への適応や監視が行えない。,ベンダー保証への依拠は自組織での継続的検証を欠き、回復力を担保しない。,"CI/CD統合, 継続的脅威モデリング, 継続的監視","CI/CD,継続的監視,敵対的テスト,レジリエンス",1,2026-06-23
Q-D3-0071,3,AIセキュリティ技術と運用,Hard,長期間にわたる潜伏アクセスと、通常想定されない場所からのデータ持ち出しを伴う高度なデータ侵害が発生した。最も可能性の高い脅威アクターはどれか。,高度持続的脅威（APT）,スクリプトキディ,内部の善意の従業員,自動化されたボットネットの無差別攻撃,A,長期的・標的型・ステルス的で持続的な侵害は、通常APT（高度持続的脅威）の手口に合致する。これらは十分な資金を持ち、しばしば国家支援を受けたグループで、スパイ活動や重大な妨害を狙った標的型攻撃で知られる。,潜伏の長期性・標的型・ステルス性という組み合わせが、資金力ある持続的アクター（APT）を示す。,正解,スクリプトキディは技術力が低く、長期潜伏型の高度な攻撃は通常行えない。,善意の内部従業員は意図的・持続的なデータ持ち出しの主体とはみなしにくい。,無差別なボットネット攻撃は標的型・ステルス・長期潜伏という特徴に合致しない。,"脅威アクター分類, APT対策","APT,脅威アクター,標的型攻撃,データ持ち出し",1,2026-06-23
Q-D3-0072,3,AIセキュリティ技術と運用,Easy,AIシステム全体のフレームワークにおいて、最も重要な構成要素はどれか。,ユーザーインターフェースの使いやすさ,セキュアなデータ取り扱いと堅牢なモデル整合性検証,モデルの推論速度の最大化,クラウド料金の最適化,B,すべては基本に立ち返る。最も重要なのはセキュアなデータ取り扱いと堅牢なモデル整合性検証である。モデルの学習・運用に用いるデータを不正アクセスや改変から保護し、同様に重要なこととしてモデル自体がいかなる時点でも改ざんされていないことを保証する。これによりバイアスのある有害な出力を直接防ぎ、システムの信頼性を維持する。データが安全でなくモデルが無傷でなければ、他のすべてがリスクにさらされる。,セキュアなデータ取り扱いとモデル整合性検証がシステム全体の信頼性の基盤。,UIの使いやすさはセキュリティフレームワークの最重要要素ではない。,正解,推論速度はセキュリティの本質ではない。,料金最適化はセキュリティ要素ではない。,"セキュアデータハンドリング, モデル整合性検証","データ取り扱い,モデル整合性,セキュリティ,信頼性",1,2026-06-23
Q-D3-0073,3,AIセキュリティ技術と運用,Medium,AIソフトウェア開発ライフサイクル全体にセキュリティを確実に組み込むための最も効果的な方法はどれか。,本番リリース直前に脆弱性スキャンをまとめて実施する,計画・設計フェーズからセキュリティ要件を組み込む,インシデント発生後にセキュリティ対策を追加する,セキュリティは運用チームに完全委任する,B,最も効果的なのは、計画・設計フェーズからセキュリティ要件を組み込むことである。これにより早期のリスク特定と緩和が可能になり、脆弱性が初めからシステムに作り込まれるのを防ぐ。後から修正するより、はるかに効率的で効果的である（シフトレフト）。,計画・設計段階からのセキュリティ要件組み込み（シフトレフト）が脆弱性の作り込みを防ぐ。,リリース直前のスキャンだけでは作り込まれた脆弱性を防げない。,正解,事後追加は後付けで非効率。,運用への完全委任は設計段階の対処を欠く。,"セキュアSDLC, シフトレフト","セキュアSDLC,シフトレフト,設計段階,セキュリティ要件",1,2026-06-23
Q-D3-0074,3,AIセキュリティ技術と運用,Hard,複雑で非線形なパターンを持つサイバー攻撃を検知・防止するAIシステムを設計する際、強力な候補となるモデルはどれか。,単純な線形回帰モデル,ランダムフォレストモデル,単一の決定木モデル,移動平均ベースの統計モデル,B,ランダムフォレストモデルが非常に適している。これは数百〜数千の個別の決定木が連携し、各木が予測を行い森全体がそれらの洞察を統合する。過学習に対して頑健であり、サイバーセキュリティ脅威に典型的な大規模で複雑なデータセットを扱うのに高い効果を発揮する。,ランダムフォレストは多数の決定木の統合により過学習に強く複雑なデータに有効。,線形回帰は非線形パターンの検知に不向き。,正解,単一決定木は過学習しやすくランダムフォレストに劣る。,移動平均モデルは複雑な非線形パターンを捉えにくい。,"ランダムフォレスト, 異常検知","ランダムフォレスト,サイバー攻撃検知,非線形,過学習耐性",1,2026-06-23
Q-D3-0075,3,AIセキュリティ技術と運用,Medium,AIシステムの脅威モデルを作成する際の最初のステップはどれか。,ペネトレーションテストを直ちに実行する,すべてのシステムコンポーネントを特定し、データフローを描き、トラスト境界を定義する,緩和策の実装を先に行う,セキュリティKPIを設定する,B,最初のステップは、すべてのシステムコンポーネントを特定し、それらの間のデータフローを描き、トラスト境界（信頼できる領域と信頼できない領域の境目）を定義することである。この基礎作業により、セキュリティチームは悪用される前に潜在的な攻撃対象領域と脆弱性を特定できる。完全に理解できないものは守れない。,コンポーネント特定・データフロー・トラスト境界の定義が脅威モデルの出発点。,ペネトレーションテストは脅威モデル作成の最初ではない。,正解,緩和策の実装は脅威特定の後。,KPI設定は脅威モデルの最初のステップではない。,"脅威モデリング, トラスト境界, 攻撃対象領域","脅威モデリング,トラスト境界,データフロー,コンポーネント特定",1,2026-06-23
Q-D3-0076,3,AIセキュリティ技術と運用,Hard,AIシステムに対する脅威モデリングプロセスを真に効果的にするために、含めるべき要素はどれか。,単一のチェックリストによる目視確認のみ,コンポーネント分析・攻撃対象領域分析・脅威列挙・緩和策の優先順位付けを含む包括的フレームワーク（STRIDE、MITRE ATT&CK、OWASP AI Exchangeなど）の適用,開発者個人の経験則に基づく非公式な検討,モデルの精度評価のみ,B,真に効果的な脅威モデリングプロセスは、コンポーネント分析・詳細な攻撃対象領域分析・徹底した脅威列挙・明確な緩和策の優先順位付けを含む包括的フレームワークを適用する。STRIDE、MITRE ATT&CK、OWASP AI Exchangeといった確立されたフレームワークは、リスクを体系的に特定・対処する構造化された方法を提供する。,確立されたフレームワークによる体系的なコンポーネント分析・脅威列挙・緩和優先順位付けが鍵。,単一チェックリストの目視のみでは包括性を欠く。,正解,個人の経験則は体系性に欠ける。,精度評価のみは脅威モデリングではない。,"STRIDE, MITRE ATT&CK, OWASP AI Exchange","脅威モデリング,STRIDE,MITRE,OWASP,フレームワーク",1,2026-06-23
Q-D3-0077,3,AIセキュリティ技術と運用,Medium,AIベースのWebアプリケーションが本番稼働した後、稼働状態で既知の脆弱性を発見するのに優れた手法はどれか。,静的アプリケーションセキュリティテスト（SAST）,動的アプリケーションセキュリティテスト（DAST）,ソースコードレビュー,ユニットテストの追加,B,動的アプリケーションセキュリティテスト（DAST）が非常に効果的である。これはアプリケーションを実行時に分析し、攻撃を能動的にシミュレートして、システムが実際にリクエストを処理しデータとやり取りするときにのみ現れる既知の脆弱性を発見する。,DASTは実行時にアプリを分析し稼働状態でのみ現れる脆弱性を発見する。,SASTはソースコードの静的解析で実行時の脆弱性は対象外。,正解,コードレビューは稼働状態の動的検査ではない。,ユニットテストは機能検証であり脆弱性発見手法ではない。,"DAST, ランタイムセキュリティテスト","DAST,実行時テスト,脆弱性発見,Webアプリ",1,2026-06-23
Q-D3-0078,3,AIセキュリティ技術と運用,Medium,AIモデル自体を欺こうとする、より高度な脅威を特定するのに最も効果的なテストはどれか。,負荷テスト（ロードテスト）,アドバーサリアルテスト（敵対的テスト）,ユーザビリティテスト,回帰テスト,B,アドバーサリアルテスト（敵対的テスト）がAIシステムの敵対的脅威を特定するのに最も効果的である。これはモデルが操作された入力に対してどれだけ頑健かを検証し、攻撃者がAIの判断を誤らせたり侵害したりするために用いる手口をシミュレートする。AIの判断力をストレステストするようなものである。,敵対的テストは操作された入力に対するモデルの頑健性を検証する。,負荷テストは性能を測るもので敵対的脅威の検出ではない。,正解,ユーザビリティテストは使い勝手の評価。,回帰テストは既存機能の維持確認であり敵対的脅威向けではない。,"アドバーサリアルテスト, モデル頑健性","敵対的テスト,頑健性,操作入力,AI脅威",1,2026-06-23
Q-D3-0079,3,AIセキュリティ技術と運用,Hard,LLMを用いたカスタマーサービスチャットボットにおいて、モデル誤用・データ漏洩・プロンプトインジェクションなどの脆弱性を特定する最も効果的な戦略はどれか。,LLMモデルの精度のみを評価する,モデルレベルのリスク・実装上の欠陥・ガードレール回避・システム統合の脆弱性を含む、AI技術スタック全体を評価する包括的な脆弱性テスト,ユーザー満足度アンケートを実施する,応答速度のベンチマークのみを行う,B,最も効果的な戦略は、AI技術スタック全体を評価する包括的な脆弱性テストである。LLM自体だけでなく、ハルシネーションなどのモデルレベルのリスク、周辺コードの実装上の欠陥、ガードレール回避、特にAPIやランタイム操作に関わるシステム統合の脆弱性まで含める。すべての層をテストする必要がある。,モデル・実装・ガードレール・統合を含む技術スタック全体の包括テストが鍵。,モデル精度のみでは実装や統合の脆弱性を見逃す。,正解,満足度アンケートはセキュリティ脆弱性テストではない。,応答速度ベンチマークは脆弱性を検出しない。,"AI技術スタック脆弱性テスト, LLMセキュリティ","LLM,プロンプトインジェクション,技術スタック,包括テスト",1,2026-06-23
Q-D3-0080,3,AIセキュリティ技術と運用,Hard,攻撃者がモデル自体を変更せずに、入力データを巧妙に操作してAIモデルを誤らせる攻撃を最もよく表すものはどれか。,データポイズニング攻撃,回避（エバージョン）攻撃,モデル抽出攻撃,スプリットビューポイズニング,B,回避（エバージョン）攻撃は、攻撃者がモデル自体を直接変更することなく入力データを巧妙に操作してAIモデルを誤らせるシナリオである。例えば不正検知システムで、取引の詳細をわずかに改変して疑わしさを下げ、モデルコードを一切変えずにAIの検知をすり抜けさせる、といったものである。,回避攻撃はモデルを変えずに入力を操作して既存モデルの判断をすり抜けさせる。,データポイズニングは学習データを汚染する攻撃で実行時の入力操作とは異なる。,正解,モデル抽出はモデルの複製を狙う攻撃。,スプリットビューポイズニングはオンライン学習データを徐々に汚染する攻撃。,"回避攻撃, 敵対的入力","回避攻撃,エバージョン,入力操作,敵対的攻撃",1,2026-06-23
Q-D3-0081,3,AIセキュリティ技術と運用,Medium,プロンプトインジェクションとは何か。最もよく表すものはどれか。,学習データに悪意あるサンプルを混入させる攻撃,誤誘導的・悪意あるプロンプトを巧妙に作り、AI（特にチャットボットや言語モデル）の生成応答を操作する敵対的攻撃,モデルの重みを直接書き換える攻撃,ネットワーク経路を盗聴する中間者攻撃,B,プロンプトインジェクションは、誤誘導的または悪意あるプロンプトを巧妙に作り、AI（特にチャットボットや言語モデル）の生成応答を操作する敵対的攻撃である。目的は、AIに意図しない動作をさせ、安全機能を回避させ、以前の指示を無視させ、あるいは本来アクセス・共有すべきでない機微データを漏洩させることにある。,プロンプトインジェクションは悪意あるプロンプトでLLMの応答や動作を操作する攻撃。,学習データへの混入はデータポイズニングでありプロンプトインジェクションではない。,正解,重みの直接書き換えはプロンプトインジェクションではない。,中間者攻撃はネットワーク攻撃でありプロンプト操作ではない。,"プロンプトインジェクション, LLMセキュリティ","プロンプトインジェクション,LLM,敵対的攻撃,安全機能回避",1,2026-06-23
Q-D3-0082,3,AIセキュリティ技術と運用,Medium,LLMベースのチャットアプリケーションにおけるプロンプトインジェクション攻撃に対する、最善の第一防御線はどれか。,ユーザークエリ処理前の入力検証・サニタイズ機構,モデルの再学習を毎日実施する,応答をすべて事前定義テンプレートに固定する,チャットボットを社内ネットワークに限定する,A,ユーザークエリを処理する前の入力検証・サニタイズ機構が最も効果的な初期緩和策である。これらの機構は重要な第一防御線として機能し、悪意ある入力がLLMに到達して問題を引き起こす前に、それらを除去・拒否・再整形する。,処理前の入力検証・サニタイズが悪意あるプロンプトをLLM到達前に排除する第一防御線。,正解,毎日の再学習はプロンプトインジェクションの第一防御線ではない。,応答固定は機能を大きく損ない現実的でない。,ネットワーク限定だけでは内部からのインジェクションを防げない。,"入力検証, サニタイズ, プロンプトフィルタリング","入力検証,サニタイズ,プロンプトインジェクション,第一防御線",1,2026-06-23
Q-D3-0083,3,AIセキュリティ技術と運用,Medium,AIモデルに対するデータポイズニング攻撃への最も効果的な対抗策はどれか。,学習データから外れ値・異常データポイントを特定し除去する,モデルのパラメータ数を増やす,推論時にのみ出力を検査する,学習データを暗号化して保存する,A,データポイズニング攻撃への最も効果的な対抗策は、学習データから外れ値・異常データポイントを能動的に特定し除去することである。これは汚染されたデータポイントを学習プロセスを歪める前に排除することで、最終モデル性能への攻撃の影響を直接緩和する。,学習前に外れ値・異常データを特定・除去することで汚染の影響を最小化する。,正解,パラメータ増加はポイズニング対策にならない。,出力検査だけでは学習段階の汚染を防げない。,暗号化は機密性を守るがポイズニング対策ではない。,"異常検知, 外れ値除去, データポイズニング対策","データポイズニング,外れ値除去,異常検知,学習データ",1,2026-06-23
Q-D3-0084,3,AIセキュリティ技術と運用,Hard,データポイズニング攻撃を早期に特定するために、最も効果的とされる手法の組み合わせはどれか。,アクセスログの監査とファイアウォール強化,データプロベナンスの追跡と統計的異常検知の併用,モデルの精度監視とユーザーアンケート,暗号化とバックアップ頻度の増加,B,データプロベナンスの追跡は学習データの出所と整合性を追跡できるため重要であり、同時に統計的異常検知技術を用いると、ポイズニングを示唆する不規則なパターンや外れ値を検出できる。プロベナンス追跡と異常検知という二つのアプローチの組み合わせが、早期特定に最も効果的である。,プロベナンス追跡と統計的異常検知の併用がポイズニングの早期特定に最も効果的。,ログ監査とファイアウォールはデータポイズニングの早期特定に直結しない。,正解,精度監視とアンケートは早期特定の主手段ではない。,暗号化とバックアップはポイズニング検知の手段ではない。,"データプロベナンス, 統計的異常検知","データポイズニング,プロベナンス,異常検知,早期特定",1,2026-06-23
Q-D3-0085,3,AIセキュリティ技術と運用,Medium,長期メモリ（会話履歴やユーザー設定の保存）を持つチャットボットにおいて、そのメモリへの不正アクセスを低減する最も効果的なアーキテクチャ上の統制はどれか。,メモリの保存期間を短縮する,強力なアクセス制御と堅牢な暗号化機構を実装する,会話履歴を平文でローカルに保存する,ユーザーごとに別々のモデルを用意する,B,強力なアクセス制御と堅牢な暗号化機構の実装が、最も効果的なアーキテクチャ上の統制である。これはあらゆる保存データを守る基礎的なセキュリティ実務であり、特に機微な長期メモリを不正アクセスから守るうえで重要である。,アクセス制御と暗号化が保存された長期メモリを不正アクセスから守る基礎統制。,保存期間短縮だけでは不正アクセス自体を防げない。,正解,平文保存はむしろリスクを高める。,モデル分離はアクセス制御・暗号化の代替にならない。,"アクセス制御, 暗号化, 長期メモリ保護","アクセス制御,暗号化,長期メモリ,チャットボット",1,2026-06-23
Q-D3-0086,3,AIセキュリティ技術と運用,Medium,組織が新しいLLMを展開する際、そのセキュリティ態勢を継続的に追跡・改善するために最初に取るべき行動はどれか。,LLMのセキュリティリスクに合わせたKPI（重要業績評価指標）とKRI（重要リスク指標）を定義する,LLMのパラメータ数を最大化する,全社員にLLM利用を義務付ける,LLMの応答速度を最適化する,A,最初の行動は、LLMのセキュリティリスクに特化したKPIとKRIを定義することである。これらの指標はベースラインの確立、そのベースラインに対する継続的な性能監視、新たな脅威やセキュリティ態勢の劣化の特定に不可欠である。測定できないものは管理できない。,セキュリティ向けKPI・KRIの定義がベースライン確立と継続監視の起点。,正解,パラメータ数の最大化はセキュリティ態勢の追跡とは無関係。,利用義務付けはセキュリティ追跡の行動ではない。,応答速度の最適化はセキュリティ指標ではない。,"KPI, KRI, セキュリティ態勢監視","KPI,KRI,LLM,セキュリティ態勢",1,2026-06-23
Q-D3-0087,3,AIセキュリティ技術と運用,Hard,展開後のNLPモデルなどAIソリューションを、進化する脅威に対して耐性を保たせる最善の総合アプローチはどれか。,年に一度の手動セキュリティ監査のみを行う,AI固有の脅威モデリング・敵対的テスト・継続的なモデル挙動監視をCI/CDパイプラインに統合する,本番後はモデルを凍結し変更しない,セキュリティ対策を外部SOCに完全委託する,B,最善のアプローチは、AI固有の脅威モデリング・敵対的テスト・継続的なモデル挙動監視を、CI/CD（継続的インテグレーション/継続的デリバリー）パイプラインに直接統合することである。後付けや定期チェックだけに頼るのではなく、最初からセキュリティを組み込み、ライフサイクル全体を通じて動的に維持する。,脅威モデリング・敵対的テスト・継続監視をCI/CDに統合し動的にセキュリティを維持する。,年1回の手動監査では進化する脅威に追随できない。,正解,モデル凍結は進化する脅威への適応を放棄する。,外部完全委託は組織の継続的な統合を欠く。,"CI/CD統合, 脅威モデリング, 敵対的テスト, 継続監視","CI/CD,脅威モデリング,敵対的テスト,継続監視",1,2026-06-23
Q-D3-0088,3,AIセキュリティ技術と運用,Hard,微調整（ファインチューニング）後に展開したLLMが、運用中にセキュリティ劣化（より騙されやすくなるなど）を示し始めた。最も効果的な対処はどれか。,微調整を取り消し元のモデルに戻すのみ,微調整後のセキュリティを再検証し、出力モデレーションや入力サニタイズなどランタイム保護を多層化する,モデルの応答温度パラメータだけを下げる,利用者数を制限してリスクを下げる,B,微調整は新たな脆弱性を導入しうるため、微調整後のセキュリティを再検証することが不可欠である。そのうえで運用中にランタイム保護を多層化する——AIの出力を検査する出力モデレーションや、リアルタイムで問題を捕捉する入力サニタイズなどを重ねる。再検証と多層防御の組み合わせが最も効果的である。,微調整後のセキュリティ再検証とランタイム保護の多層化が劣化に最も効果的に対処する。,元モデルへ戻すだけでは微調整の利点を失い根本対処にならない。,正解,温度パラメータの調整だけではセキュリティ劣化に対処できない。,利用者制限は劣化したセキュリティ自体を是正しない。,"微調整後セキュリティ検証, ランタイム保護, 出力モデレーション","ファインチューニング,ランタイム保護,出力モデレーション,再検証",1,2026-06-23
Q-D3-0089,3,AIセキュリティ技術と運用,Medium,組織全体のAIセキュリティ態勢を継続的に監視するうえで、システム防御の実効性を最もよく示す指標はどれか。,モデルの学習に要した総時間,AIモデルへの敵対的攻撃に対する平均検知時間（MTTD）と平均対応時間（MTTR）,デプロイされたモデルの総数,クラウドストレージの総使用量,B,AIモデルへの敵対的攻撃に対する平均検知時間（MTTD）と平均対応時間（MTTR）が、セキュリティ態勢を最もよく示す。これは防御能力と、AIを標的とする能動的脅威にどれだけ迅速に反応できるかを直接測る指標である。当然ながら時間が短いほど良い。,MTTDとMTTRが敵対的攻撃への検知・対応の速さ、すなわち防御実効性を直接示す。,学習総時間は防御の実効性を示さない。,正解,モデル総数はセキュリティ態勢の指標ではない。,ストレージ使用量は防御能力を示さない。,"MTTD, MTTR, セキュリティ態勢測定","MTTD,MTTR,敵対的攻撃,セキュリティ態勢",1,2026-06-23
Q-D3-0090,3,AIセキュリティ技術と運用,Medium,AIシステムにおけるデータ保護統制の実効性を示す、優れたセキュリティ指標はどれか。,AIシステムに関連する不正データアクセスインシデントの削減率（パーセンテージ）,1日あたりの推論リクエスト数,モデルの平均応答時間,学習データセットの行数,A,AIシステムに関連する不正データアクセスインシデントの削減率（パーセンテージ）が、非常に強い指標である。これは機微なAI関連データを保護するというセキュリティ目標の達成度を直接測るため、統制の実効性を示す強力な指標となる。,不正データアクセスインシデントの削減率がデータ保護統制の実効性を直接示す。,正解,推論リクエスト数はデータ保護の実効性を示さない。,応答時間はセキュリティ統制の指標ではない。,学習データの行数はデータ保護とは無関係。,"不正アクセス削減率, データ保護指標","データ保護,不正アクセス,セキュリティ指標,実効性",1,2026-06-23
Q-D3-0091,3,AIセキュリティ技術と運用,Easy,AIシステムのビジネス継続性（BCP/DR）を確保するうえで、大きな障害発生時にレジリエンスを保つために最も適切な対応はどれか。,AIシステムを既存の継続性計画とは別個に管理する,AIモデル・関連データ・基盤インフラを既存の事業継続・災害復旧計画に完全統合する,障害発生後にのみ復旧手順を策定する,AIシステムを停止して手動運用に切り替える,B,最も適切なのは、AIモデル・関連データ・基盤インフラを既存の事業継続・災害復旧（BCP/DR）計画に完全統合することである。AIを別個に扱わず統合することで、重要なAI駆動サービスが障害後速やかに再開でき、事業への全体的影響を最小化できる。,AIモデル・データ・インフラのBCP/DRへの完全統合が障害後の迅速な復旧を可能にする。,別個管理ではAIの復旧が後手に回る。,正解,事後策定では障害発生時に間に合わない。,停止・手動切替はレジリエンス確保策ではない。,"BCP/DR統合, レジリエンス","事業継続,災害復旧,BCP,レジリエンス",1,2026-06-23
Q-D3-0092,3,AIセキュリティ技術と運用,Medium,ランサムウェア攻撃がAIによる信用スコアリングモデルを直撃した。効果的な対応のためにインシデント管理チームが最初に取るべき行動はどれか。,攻撃者との交渉を開始する,インシデントを封じ込める（感染したAIシステムを隔離し必要に応じてネットワークから切断する）,モデルを直ちに再学習する,全顧客に通知を送る,B,最初の行動は封じ込めである。感染したAIシステムを隔離し、必要に応じて他システムやネットワークから切断する。これは直接的な影響を最小化し、攻撃の拡散を防ぐために極めて重要である。常に封じ込めが先である。,感染システムの隔離・切断による封じ込めが拡散防止のための最初の行動。,攻撃者との交渉は最初に取るべき行動ではない。,正解,再学習は封じ込めの後の復旧段階の活動。,顧客通知は重要だが封じ込めが先。,"インシデント対応, 封じ込め, 隔離","ランサムウェア,封じ込め,インシデント対応,隔離",1,2026-06-23
Q-D3-0093,3,AIセキュリティ技術と運用,Medium,インシデント対応戦略におけるAIの最も効果的な活用方法はどれか。,人間のアナリストを完全に置き換える,人間のアナリストを支援する（データ駆動の洞察提供やログ分析など反復作業の自動化）,AIに最終的な意思決定をすべて委ねる,AIをインシデント対応から除外する,B,インシデント対応におけるAIの最も効果的な活用は、人間のアナリストを支援することである。AIはデータ駆動の洞察を提供し、ログ分析のような反復作業を自動化する一方、人間は重要な監督を維持し、複雑な機微を扱い、最終的な重要判断を下す。人間と機械の協働（チーミング）が強力である。,AIは人間アナリストを置き換えず支援し、人間が最終判断と監督を担う協働が最も効果的。,完全置換は人間の監督を失わせ最善ではない。,正解,AIへの全面委任は最終判断の人間関与を欠く。,AIの除外は支援による効率化の機会を逃す。,"ヒューマン・マシン・チーミング, インシデント対応支援","インシデント対応,AI支援,人間機械協働,監督",1,2026-06-23
Q-D3-0094,3,AIセキュリティ技術と運用,Medium,AIインシデント対応計画（IRP）についての重要な要件はどれか。組織の主たるIRPとの関係として正しいものは。,AIのIRPは組織の既存IRPを置き換えるべきである,AIのIRPは組織の既存のエンタープライズIRPを補完すべきである,AIのIRPは技術部門のみが保持すれば足りる,AIのIRPは規制要件ではないため任意である,B,重要な要件は、AIのIRPが組織の既存のエンタープライズIRPを置き換えるのではなく補完すべきだという点である。モデル崩壊や深刻なバイアスドリフトのようなAI特有の障害に対処する具体的なプロトコルを提供し、AIシステムとその固有の特性に合わせたエスカレーション経路や復旧手順を備える必要がある。,AIのIRPは既存IRPを置き換えず補完し、AI固有の障害に対する具体的プロトコルを提供する。,置き換えではなく補完が正しい関係。,正解,技術部門のみの保持は全社的整合を欠く。,AIのIRPは責任ある運用に不可欠であり任意ではない。,"AIインシデント対応計画, エンタープライズIRP補完","IRP,インシデント対応計画,補完,モデル崩壊",1,2026-06-23
Q-D3-0095,3,AIセキュリティ技術と運用,Medium,新しいAI資産がまだ正式に事業継続計画へ統合されていない場合、その資産が事業運営にどれほど重要かを特定するために用いるプロセスはどれか。,ペネトレーションテスト,事業影響分析（BIA）,ソースコード監査,負荷テスト,B,事業影響分析（BIA）が、AI資産を含むあらゆる資産の事業運営に対する重要度を特定する標準的なプロセスである。BIAは依存関係や、その資産が利用不能になった場合の結果を把握するのに役立ち、それが継続性計画の策定につながる。,BIAが資産の重要度・依存関係・利用不能時の影響を特定し継続性計画に反映する。,ペネトレーションテストは脆弱性検証であり重要度特定ではない。,正解,ソースコード監査は重要度特定の手法ではない。,負荷テストは性能評価であり重要度特定ではない。,"事業影響分析（BIA）, 事業継続計画","BIA,事業影響分析,事業継続,重要度特定",1,2026-06-23
Q-D3-0096,3,AIセキュリティ技術と運用,Hard,サイバー攻撃を受けた後のAIシステムの継続性を確保するうえで、しばしば最大の課題となるものはどれか。,新しいGPUの調達,攻撃後の学習データの整合性とセキュリティの確保,UIの再デザイン,ライセンス契約の更新,B,しばしば最大の課題となるのは、攻撃後の学習データの整合性とセキュリティの確保である。基盤となるデータが攻撃中に侵害されていた場合、システムを復旧してもAIは誤ったまたはバイアスのある判断を下し続けうる。その知識基盤が汚染されているためである。これは目立たないが深刻な長期リスクである。,攻撃で汚染されうる学習データの整合性確保が復旧後の正常動作にとって最大の課題。,GPU調達は継続性の最大の課題ではない。,正解,UI再デザインはデータ整合性の課題と無関係。,ライセンス更新は継続性の本質的課題ではない。,"学習データ整合性, 攻撃後復旧","学習データ整合性,攻撃後復旧,事業継続,データ汚染",1,2026-06-23
Q-D3-0097,3,AIセキュリティ技術と運用,Medium,リアルタイムのインシデント検知にAIを用いる際の主たる課題はどれか。,学習に時間がかかりすぎること,多数の偽陽性（誤検知）を生成し、アラート疲れを招きうること,モデルが小さすぎて動作しないこと,暗号化が強すぎて検知できないこと,B,主たる課題は、特にリアルタイム検知においてAIモデルが多数の偽陽性（誤検知）を生成しうることである。これは不要なアラートと対応行動の洪水を招き、コスト増・人的リソースの浪費・アラート疲れ（アナリストがアラートを無視し始める状態）につながる。,リアルタイム検知の偽陽性の多さがアラート疲れと人的リソース浪費を招く主たる課題。,学習時間は主たる課題として挙げられていない。,正解,モデルサイズは主たる課題ではない。,暗号化の強さは検知の主たる課題ではない。,"偽陽性, アラート疲れ, リアルタイム検知","偽陽性,アラート疲れ,リアルタイム検知,誤検知",1,2026-06-23
